event,id,nanoseconds
write,996,62341
write,1003,66171
write,1002,70827
open,996,55310
open,1000,55410
open,999,55546
open,998,56367
open,997,56421
open,1001,56734
open,995,59240
open,1004,65280
open,1002,66391
open,1003,66749
close,994,57453
close,996,58001
close,998,58246
close,1000,58485
close,997,59037
close,995,60208
close,999,61469
close,1001,68782
close,1002,76155
close,1003,79682
read,1006,23118
read,1008,23963
read,1007,24160
read,1011,24336
read,1009,24337
read,1013,24788
read,1010,24989
read,1005,25559
read,1012,33922
read,1004,36671
write,1009,47795
write,1014,48272
write,1007,48923
write,1013,49074
write,1011,49306
write,1008,49470
write,1012,49961
write,1010,52715
write,1006,56500
open,1008,55628
open,1009,56080
open,1010,56242
open,1013,56252
open,1011,57096
open,1007,58643
open,1012,59364
open,1006,59603
open,1014,60021
open,1005,74578
close,1007,56377
close,1009,56635
close,1011,58477
close,1006,59334
close,1010,59472
close,1012,59629
close,1005,60519
close,1008,61544
close,1013,63014
close,1004,79717
read,1015,22829
read,1014,22955
read,1017,23603
read,1016,23867
read,1020,24589
read,1021,25442
read,1022,25812
read,1019,25961
read,1018,33366
read,1023,45914
write,1015,47528
write,1016,48219
write,1017,48959
write,1021,49554
write,1018,50454
write,1022,51014
write,1020,51238
write,1023,52767
write,1024,53525
write,1019,56873
open,1018,54106
open,1016,54172
open,1015,56910
open,1017,57070
open,1019,60160
open,1021,61539
open,1020,61817
open,1023,62795
open,1022,69281
close,1017,54336
close,1015,54461
close,1016,58854
close,1018,60124
close,1014,60898
close,1021,63087
close,1020,63122
close,1019,66338
close,1022,66688
close,1023,67426
close,1024,79332
open,1024,64765
read,1024,28353
write,1025,51919
